"c5r2mtsc","c5r2mtsc_std","p5hmage","w3momed_hsb","w3income","catholic","income2"
34.74,-1.62302218858734,37,0,17.5005,0,26254.0239600661
40.899,-0.988994113384544,37,0,37.5005,0,30687.7163450937
40.97,-0.981685135735673,27,1,12.5005,0,21495.8253950473
33.403,-1.76065744374989,50,0,5,0,15322.1491830674
30.989,-2.00916268381152,50,0,12.5005,0,20990.5981274592
20.358,-3.10355340754604,39,1,27.5005,0,29787.0599116007
56.683,0.635863678302575,51,0,32.5005,0,54439.3973092325
48.405,-0.216301349547525,41,0,37.5005,0,63544.4605278029
47.397,-0.320068243492065,41,1,22.5005,0,37160.3244789791
40.352,-1.045304124285,39,0,62.5005,0,142251.918888214
36.922,-1.39839980506851,33,0,62.5005,0,162065.666885722
47.956,-0.262522912425598,41,1,22.5005,0,42816.7559508868
50.282,-0.0230766869146869,36,1,27.5005,0,40423.0656434535
51.521,0.104470120225477,31,1,32.5005,0,58649.7845082874
48.874,-0.168020919726107,31,1,87.5005,0,164456.231321649
53.557,0.314062775057901,35,1,62.5005,0,151532.291770614
55.358,0.499463743306031,30,0,27.5005,0,47652.851560262
47.268,-0.333347935276634,31,0,62.5005,0,94806.0137546181
52.585,0.21400184161138,30,1,22.5005,0,33545.6183255388
56.985,0.666952569147069,30,1,32.5005,0,62982.414866953
44.844,-0.582882608809932,44,0,37.5005,0,91896.4248838188
54.663,0.427918117024826,31,0,32.5005,0,51087.1780599129
55.481,0.512125775007598,35,1,45.0005,0,92955.3122085286
55.548,0.5190229792678,32,0,17.5005,0,36008.9951064698
61.21,1.1018882109285,43,0,150.0005,0,201503.10827218
55.135,0.476507376887745,40,0,62.5005,0,149619.925249308
78.569,2.88888177440396,49,0,87.5005,0,97375.2512392755
63.354,1.32259874725498,37,0,87.5005,0,165724.258371879
77.834,2.81321841423607,49,0,62.5005,0,153227.841463477
40.39,-1.04139227709265,33,0,62.5005,0,138206.429925961
69.3,1.93469988951116,38,0,87.5005,0,198888.954835316
55.099,0.472801416389726,45,0,22.5005,0,39408.739829617
40.638,-1.01586232699518,38,0,62.5005,0,134399.508000082
58.201,0.792131679302387,41,0,62.5005,0,154664.464830504
59.689,0.945311379887184,41,0,62.5005,1,153932.997607533
34.11,-1.68787649730268,30,1,27.5005,1,80779.7841725712
51.805,0.133706030820962,36,0,87.5005,1,158415.49183087
60.986,1.07882890116305,42,0,32.5005,1,83388.4936581009
69.921,1.998627708102,35,0,45.0005,1,63643.4933289797
39.48,-1.1350707230148,37,0,62.5005,1,134276.849031318
56.38,0.604671844110913,44,0,87.5005,1,112132.253888801
55.287,0.49215476565716,43,0,45.0005,1,95478.0739624395
43.604,-0.710532359297263,41,1,12.5005,1,18492.368573072
55.262,0.48958118197798,44,0,62.5005,1,131492.463452081
57.584,0.728615634100224,27,1,62.5005,1,102381.830657283
50.724,0.0224242725332165,38,1,62.5005,1,114070.837559105
42.899,-0.78310741905014,36,0,62.5005,1,170562.335960753
49.769,-0.0758866240114614,32,0,150.0005,1,359029.233479861
41.869,-0.889139066632358,30,0,62.5005,1,162089.633272895
44.693,-0.59842705423218,29,1,45.0005,1,65049.474582612
53.253,0.282767997519071,29,0,45.0005,0,82554.2945235868
54.621,0.423594496443804,29,0,12.5005,0,25064.7654245228
59.111,0.885810125224541,49,1,62.5005,0,55475.4583877722
42.764,-0.797004770917712,38,0,27.5005,0,72605.2824978889
65.728,1.56698625342992,32,0,45.0005,0,109537.435067681
29.546,-2.15770993377379,35,1,45.0005,0,102750.53025718
45.935,-0.470571417050514,32,1,22.5005,0,47077.1710736303
53.063,0.263208761557303,34,1,37.5005,0,76427.615721069
42.223,-0.852697121735169,37,0,32.5005,0,76577.3141607912
56.272,0.593553962616854,39,0,45.0005,0,84586.899522781
49.431,-0.110681475353976,31,1,87.5005,0,123352.117934795
45.275,-0.538514026180868,39,0,37.5005,0,58172.9192348139
46.521,-0.410246615610534,39,1,62.5005,0,151837.192892901
30.53,-2.05641368016126,33,0,62.5005,0,115939.672397991
52.725,0.228413910214788,40,1,62.5005,0,137392.205646115
56.486,0.615583838910635,45,0,62.5005,0,154100.166270227
60.636,1.04279872965452,37,1,37.5005,0,68148.2056177375
58.145,0.786366851861024,35,0,45.0005,0,105667.924203343
52.053,0.159235980918428,29,0,45.0005,0,93319.6999245745
54.59,0.420403252681621,39,0,27.5005,0,59674.2402047811
56.662,0.633701868012063,42,0,87.5005,0,95137.0385278015
67.589,1.75856382250808,40,0,150.0005,0,339433.483165602
49.473,-0.106357854772953,38,0,200.001,0,557625.768956091
60.354,1.01376870575337,30,0,45.0005,0,77985.7687343555
62.966,1.28265672855411,41,0,87.5005,0,142379.121153591
40.252,-1.05559845900172,44,1,87.5005,0,181220.514365098
59.885,0.965488275931956,41,0,5,0,11616.5655264583
67.937,1.79438810732227,39,0,150.0005,0,166376.033941513
70.854,2.094673851009,48,0,200.001,0,592261.500022437
36.879,-1.4028263689967,29,1,62.5005,0,174216.225741339
53.493,0.3074744008392,37,0,150.0005,0,450432.892935176
68.117,1.81291790981236,35,0,87.5005,0,205011.322315929
54.824,0.444491995918745,32,0,62.5005,0,143402.893184597
70.43,2.0510258718101,47,0,62.5005,0,125125.402436713
55.827,0.547744173127449,35,1,27.5005,0,49308.6834198456
55.633,0.527773163777013,44,0,62.5005,0,153411.975384921
57.834,0.754351470892025,44,0,62.5005,0,106514.858776288
61.554,1.13730072235402,29,1,32.5005,0,82448.841216299
66.746,1.67178258084613,42,0,45.0005,0,99436.9720301165
57.598,0.730056840960564,43,0,45.0005,0,96228.7679837314
63.584,1.34627571710344,34,0,62.5005,0,150650.354138022
73.875,2.40566570280111,40,1,62.5005,0,137576.242485782
70.962,2.10579173250305,39,0,45.0005,0,71076.4129803034
60.158,0.993591809708602,40,0,45.0005,0,88096.6821725882
58.433,0.816014535845178,31,0,62.5005,0,117672.857398465
55.21,0.484228127925286,27,0,62.5005,0,114536.603701291
51.649,0.117646868662879,30,0,22.5005,0,49143.4379802383
55.844,0.549494210029292,38,1,32.5005,0,37307.9897799402
44.301,-0.638780846321722,35,0,32.5005,0,81481.4815786648
52.867,0.243031865512531,36,0,87.5005,0,140404.301236957
67.255,1.72418074455424,45,0,87.5005,0,119686.172233556
61.018,1.0821230882724,42,0,45.0005,0,81913.8147529384
47.032,-0.357642565208094,30,1,32.5005,0,49938.5940262014
59.897,0.966723596097962,47,1,62.5005,0,117681.388352211
59.178,0.892707329484744,39,0,45.0005,0,133614.02298206
65.49,1.54248573680412,34,1,17.5005,0,40225.7220241287
48.336,-0.223404440502062,34,1,17.5005,0,43347.4806496589
38.99,-1.18551296312673,31,0,45.0005,0,106255.590356306
54.329,0.393535039070981,45,0,87.5005,0,147561.657405897
54.365,0.397240999569,32,0,45.0005,0,95103.5553950703
51.653,0.118058642051547,40,0,45.0005,0,88461.7849438406
56.551,0.622275156476504,39,0,32.5005,0,39304.1968510773
47.8,-0.278582074583683,28,0,62.5005,0,102577.926779264
55.448,0.50872864455108,38,0,62.5005,0,115460.10126256
46.398,-0.422908647312099,36,0,27.5005,0,55028.2942084356
50.551,0.00461507347329102,37,1,62.5005,0,157465.017026377
57.847,0.755689734405198,32,0,27.5005,0,41828.7427521381
42.924,-0.78053383537096,29,0,12.5005,0,14819.387934716
42.025,-0.873079904474275,33,1,12.5005,0,23732.6408287745
40.116,-1.06959875421646,34,1,22.5005,0,47412.0746147777
53.238,0.281223847311563,46,0,17.5005,0,27144.1532285691
67.232,1.72181304756939,42,1,17.5005,0,31643.4036563351
25.2,-2.60510172056245,30,1,12.5005,0,24077.7455736724
47.107,-0.349921814170554,35,1,45.0005,0,102692.780268357
58.796,0.853382970866873,36,0,62.5005,0,111095.757999196
50.076,-0.0442830164311302,47,1,17.5005,0,48152.2221942387
42.017,-0.873903451251612,42,0,37.5005,0,83624.9076047096
50.916,0.0421893951893193,37,0,22.5005,0,37685.9270915428
72.838,2.29891345178872,37,0,200.001,0,476145.790384591
36.66,-1.42537096202631,32,0,87.5005,0,115855.083922451
49.235,-0.130858371398747,28,1,22.5005,0,58247.6354736889
44.904,-0.576706007979899,44,1,45.0005,0,86409.2661685245
43.896,-0.68047290192444,26,1,27.5005,0,71953.7107555235
61.694,1.15171279095742,45,0,37.5005,0,61109.631747427
44.399,-0.628692398299337,32,0,87.5005,0,153190.65131393
34.765,-1.62044860490816,38,1,62.5005,1,130229.451485984
57.642,0.734586348235922,51,1,37.5005,1,87812.7279968751
57.918,0.762998712054069,39,0,87.5005,1,222268.505946984
43.135,-0.758812789118681,43,1,27.5005,1,37402.2773146494
33.614,-1.73893639749761,38,1,45.0005,0,67931.8508163776
45.73,-0.491674803219791,42,0,87.5005,1,137723.737175716
49.679,-0.0851515252565093,35,0,87.5005,1,114714.40134175
45.465,-0.518954790219099,36,0,150.0005,1,310786.023391017
51.315,0.083263790709033,34,0,62.5005,1,84046.6037637727
51.16,0.0673075718981166,39,1,150.0005,1,377268.089225559
63.089,1.29531876025567,34,0,45.0005,1,104155.463743823
62.394,1.22377313397447,37,0,62.5005,1,128361.773396718
56.05,0.570700539545735,41,0,150.0005,1,345039.253083673
43.454,-0.725973861372343,38,1,37.5005,0,41430.4272923189
55.627,0.527155503694009,36,0,37.5005,0,63433.2252492684
39.288,-1.15483584567091,47,0,32.5005,0,40185.962695297
52.66,0.22172259264892,36,0,32.5005,0,56800.5095109173
65.862,1.58078066195032,30,1,62.5005,0,138994.822049118
37.811,-1.30688316943686,60,1,37.5005,0,69067.8593551112
42.77,-0.796387110834709,36,0,45.0005,0,102737.813180976
50.243,-0.0270914774542072,36,1,27.5005,0,60730.9802157288
38.892,-1.19560141114912,48,0,62.5005,0,154462.269453268
63.083,1.29470110017267,38,0,150.0005,0,367328.946255169
36.443,-1.4477096683616,36,0,62.5005,0,162318.432659254
60.517,1.03054847134163,34,0,62.5005,0,112997.134299756
59.801,0.956841034769911,41,0,87.5005,0,149147.723750185
51.521,0.104470120225477,36,1,87.5005,1,129592.05977905
50.96,0.0467189024646766,43,0,87.5005,0,178153.312890746
46.896,-0.371642860422833,45,0,45.0005,0,135539.025888143
45.999,-0.463983042831813,37,0,62.5005,0,122995.623794778
62.543,1.23911169270238,39,0,87.5005,0,184602.012949927
53.916,0.351019436690926,45,1,62.5005,0,123458.645700089
52.214,0.175809859812348,42,0,87.5005,0,216027.457921154
43.304,-0.741415363447423,40,0,87.5005,0,172545.991262911
46.479,-0.414570236191556,39,0,150.0005,0,254428.191974144
56.468,0.613730858661626,37,0,150.0005,0,284836.713589412
50.879,0.0383804913441329,38,0,150.0005,0,183147.814530949
33.954,-1.70393565946076,42,0,150.0005,0,328633.666717638
44.287,-0.640222053182064,42,0,87.5005,0,193316.800665521
54.131,0.373152256331875,46,1,150.0005,0,270955.795734543
52.316,0.186310081223403,49,0,87.5005,0,140584.126119696
54.742,0.436050641451035,47,0,87.5005,0,249655.483664532
52.235,0.177971670102859,38,0,150.0005,0,307324.421137912
48.296,-0.22752217438875,44,0,150.0005,0,310105.922212669
59.943,0.971458990067653,37,1,62.5005,0,152074.919065051
47.693,-0.289597012730573,38,1,27.5005,0,40352.1301587767
39.945,-1.08720206658206,43,0,45.0005,0,87200.1144982153
46.079,-0.455747575058437,35,1,87.5005,0,161167.286576234
43.542,-0.716914846821629,29,1,37.5005,0,91908.3233334661
41.301,-0.947610887823329,47,1,37.5005,0,81744.3939037325
53.055,0.262385214779965,45,0,62.5005,0,174019.071059032
61.02,1.08232897496673,25,1,150.0005,0,159399.498569894
52.35,0.189810155027088,32,0,87.5005,0,74121.5236026426
52.894,0.245811335886045,35,0,62.5005,1,134151.31693849
50.62,0.0117181644278275,44,0,62.5005,1,115292.108407934
47.299,-0.330156691514451,35,0,150.0005,1,281183.497609584
60.4,1.01850409972306,41,0,45.0005,1,131490.089265558
47.132,-0.347348230491374,38,0,87.5005,1,157051.388480577
60.5,1.02879843443979,39,0,87.5005,1,183470.227181867
59.645,0.940781872611828,34,0,62.5005,1,111021.162856455
52.479,0.203089846811657,43,0,150.0005,1,322428.800930445
49.767,-0.0760925107057954,42,0,87.5005,1,141844.287595609
47.001,-0.360833808970277,41,0,150.0005,1,206132.183812403
48.642,-0.191903776268898,49,0,62.5005,1,81859.9223669963
40.506,-1.02945084882126,37,0,87.5005,1,204175.527175029
57.828,0.753733810809021,40,0,62.5005,1,153901.188656535
39.843,-1.09770228799311,32,0,37.5005,1,60264.2257270976
47.91,-0.26725830639529,49,0,62.5005,1,143981.918158971
47.773,-0.281361544957196,43,0,150.0005,0,397235.15112967
61.908,1.17374266725121,39,0,62.5005,0,159379.401286517
44.466,-0.621795194039134,37,0,45.0005,0,109809.656173793
54.348,0.395490962667157,36,0,62.5005,0,85677.8901792776
42.1,-0.865359153436735,34,1,45.0005,0,97343.1615964913
52.241,0.178589330185862,44,0,87.5005,0,223788.609306037
53.806,0.339695668502534,41,1,87.5005,0,164901.769144027
44.101,-0.659369515755163,41,0,150.0005,0,310064.514480056
56.914,0.659643591498198,45,0,150.0005,0,334034.290183406
54.146,0.374696406539383,42,0,62.5005,0,109775.48073267
52.197,0.174059822910506,42,1,87.5005,0,198117.754026547
36.265,-1.46603358415736,42,1,87.5005,0,214375.304696519
37.822,-1.30575079261803,64,0,87.5005,0,139141.471569545
41.007,-0.977876231890487,42,0,87.5005,0,182353.017997803
50.422,-0.00866461831127856,32,1,62.5005,0,182357.208304951
45.188,-0.547470097384414,47,0,150.0005,0,320954.351021304
53.641,0.322710016219945,48,0,150.0005,1,314153.093936374
55.122,0.475169113374572,43,0,62.5005,1,214590.668412955
53.58,0.316430472042746,43,0,150.0005,1,376862.631532195
40.335,-1.04705416118685,45,0,150.0005,1,319616.163546795
60.673,1.04660763349971,39,0,150.0005,1,284927.827151584
55.299,0.493390085823167,39,0,150.0005,1,303176.294050996
61.452,1.12680050094296,41,0,87.5005,1,177402.703161725
64.867,1.47835203151896,39,0,150.0005,1,385444.339338696
58.014,0.772881273382121,44,0,150.0005,1,284774.599042111
75.825,2.60640522977716,43,0,200.001,1,389847.601239676
60.6,1.03909276915651,46,0,150.0005,1,439541.738585871
55.552,0.519434752656469,48,0,87.5005,1,106561.212556607
55.251,0.488448805159141,42,0,87.5005,1,187578.886841749
44.923,-0.574750084383723,45,1,150.0005,1,273730.295435575
60.1,0.987621095572904,42,0,87.5005,1,139026.44987254
63.936,1.38251177530629,39,0,150.0005,1,377901.509644183
50.172,-0.0344004551030791,31,0,62.5005,0,117906.995877335
67.038,1.70184203821895,45,0,200.001,0,465144.853916452
70.013,2.00809849604138,42,0,87.5005,0,186703.090293571
55.769,0.541773458991752,30,1,37.5005,0,99811.2519184057
32.183,-1.88624832729388,46,1,27.5005,0,61734.2297775339
35.731,-1.52100533154465,43,1,32.5005,0,73786.8453693637
66.732,1.67034137398579,45,0,150.0005,0,336994.449721244
45.002,-0.566617559957514,44,1,27.5005,0,58737.4463174093
55.888,0.554023717304649,34,1,32.5005,0,81875.6920964811
47.566,-0.302670817820807,32,1,17.5005,0,40180.8851700976
46.394,-0.423320420700769,31,1,17.5005,0,26375.7590513583
56.566,0.623819306684012,32,0,22.5005,0,45957.2652967444
59.891,0.966105936014959,40,0,87.5005,0,201873.416048114
62.102,1.19371367660164,41,0,87.5005,0,196564.14277374
63.244,1.31127497906659,45,0,87.5005,0,173173.684013836
50.908,0.0413658484119821,30,1,62.5005,0,119775.252890191
57.517,0.721718429840021,38,0,87.5005,0,168418.935925354
48.726,-0.183256535106853,32,0,62.5005,0,212657.648215615
69.056,1.90958171280237,38,0,62.5005,0,104722.648876688
38.395,-1.24676425469122,37,1,87.5005,0,223906.387078773
47.881,-0.270243663463139,43,1,45.0005,0,91369.3980793929
49.713,-0.0816514514528245,42,0,45.0005,0,128699.211609062
61.627,1.14481558669722,40,0,150.0005,0,305160.470968066
57.356,0.705144550946102,50,0,62.5005,0,182987.510892663
47.983,-0.259743442052085,29,0,62.5005,0,97634.9776745697
52.124,0.1665449585673,43,0,87.5005,0,234363.214680259
57.87,0.758057431390043,46,1,200.001,0,392437.649644532
71.284,2.13893949029089,44,0,150.0005,0,414611.916274828
48.953,-0.159888395299898,33,1,150.0005,0,266460.391485279
63.331,1.32023105027013,42,0,87.5005,0,168029.516341398
50.645,0.0142917481070081,43,0,62.5005,0,107084.218424506
65.722,1.56636859334691,49,0,150.0005,0,298799.432769013
64.103,1.39970331428321,41,0,150.0005,0,440575.787505324
61.105,1.09107915947594,40,0,150.0005,0,324748.868520055
56.933,0.661599515094375,49,0,62.5005,0,117290.959752477
67.904,1.79099097686575,42,0,200.001,0,456762.978811112
45.974,-0.466556626510994,37,1,62.5005,0,85207.3576962334
66.748,1.67198846754046,34,0,87.5005,0,226989.418953163
56.443,0.611157274982446,47,0,87.5005,0,127181.600411275
62.436,1.22809675455549,38,0,62.5005,0,136045.88342196
58.856,0.859559571696905,39,0,150.0005,0,292405.862336085
55.798,0.544758816059601,39,0,150.0005,0,258755.461113188
48.592,-0.197050943627258,39,0,150.0005,0,297781.22845681
59.382,0.913707772306853,39,0,150.0005,0,339531.574637325
58.683,0.841750372636979,40,0,87.5005,0,187253.110147872
45.615,-0.503513288144019,34,0,45.0005,0,101727.151693982
43.531,-0.718047223640468,54,0,62.5005,0,136391.696764435
50.808,0.0310715136952618,40,1,45.0005,0,72213.0924524271
51.413,0.0933522387314187,39,1,45.0005,0,87725.100366981
60.571,1.03610741208866,33,1,45.0005,0,68420.8910446353
27.595,-2.358552404097,26,1,27.5005,0,48172.6308735101
38.837,-1.20126329524332,36,1,17.5005,0,34218.6354148328
53.301,0.287709278183097,45,0,62.5005,0,184921.884591453
66.21,1.61660494676451,44,0,32.5005,0,42036.6846857016
61.191,1.09993228733232,38,0,87.5005,0,132309.815191294
66.527,1.64923798781651,40,0,87.5005,0,114456.312183823
76.954,2.72262826872893,43,0,62.5005,0,101597.794493299
46.039,-0.459865308945125,30,1,27.5005,0,46825.1123909417
57.863,0.757336827959873,33,1,22.5005,0,46589.1119071574
61.424,1.12391808722228,30,1,22.5005,0,51950.398437243
50.62,0.0117181644278275,30,0,62.5005,0,110391.310147523
47.307,-0.329333144737113,47,1,62.5005,0,153547.995796737
57.498,0.719762506243844,43,1,27.5005,0,67966.0122027768
56.866,0.654702310834173,36,0,45.0005,0,79934.3090447117
55.254,0.488757635200642,39,1,27.5005,0,47270.1071328588
56.766,0.644407976117452,41,0,150.0005,0,251672.934684755
47.76,-0.282699808470371,42,0,32.5005,0,55612.7849244708
48.161,-0.241419526256322,32,0,45.0005,0,108348.455104263
53.432,0.301194856662,39,1,32.5005,0,71738.7000173024
29.604,-2.15173921963809,35,1,12.5005,0,30866.4218486383
55.218,0.485051674702624,37,0,62.5005,0,179480.787329834
60.365,1.01490108257221,30,1,37.5005,0,58342.6713990722
58.838,0.857706591447895,45,1,62.5005,0,102004.383425703
56.733,0.641010845660934,46,0,87.5005,0,175441.544940335
58.838,0.857706591447895,45,0,150.0005,0,368438.479890202
40.753,-1.00402384207096,32,0,87.5005,0,216202.192378478
48.632,-0.19293320974057,37,1,37.5005,0,71523.3699367926
59.374,0.912884225529516,45,0,87.5005,0,176677.569730754
46.346,-0.428261701364795,36,0,37.5005,0,53748.6311024893
65.075,1.49976424772974,38,0,37.5005,0,86255.1234298256
42.488,-0.82541713473586,33,1,45.0005,0,91687.4835195225
72.293,2.2428093275826,43,0,150.0005,0,249427.746424946
43.961,-0.673781584358572,47,0,150.0005,0,296090.302405885
64.337,1.42379205752034,38,0,62.5005,0,121867.686159368
59.977,0.974959063871338,34,0,45.0005,0,19659.3162521798
60.776,1.05721079825793,42,0,62.5005,0,171859.411869689
44.441,-0.624368777718314,48,0,150.0005,0,276690.438845126
62.188,1.20256680445802,49,0,62.5005,0,107303.850959011
53.24,0.281429734005898,46,0,87.5005,0,126558.451471319
52.792,0.235311114474991,38,1,12.5005,0,19548.8413931092
56.87,0.655114084222841,38,0,150.0005,0,339197.29588527
56.785,0.646363899713629,42,1,87.5005,0,141651.708219569
64.159,1.40546814172458,48,0,150.0005,0,252177.991468506
64.245,1.41432126958096,41,0,150.0005,0,286211.660178318
51.394,0.0913963151352421,41,0,87.5005,0,138655.477554167
70.051,2.01201034323373,41,0,87.5005,0,197438.122801419
49.788,-0.0739307004152848,31,1,45.0005,0,82692.3270710889
45.202,-0.546028890524074,60,1,87.5005,0,190855.653295988
51.171,0.0684399487169561,33,1,32.5005,0,59132.3210234548
64.437,1.43408639223706,42,0,27.5005,0,58995.1179904698
55.792,0.544141155976598,40,0,62.5005,0,64687.679577859
66.277,1.62350215102471,38,0,62.5005,0,126508.871756013
60.913,1.07131403681984,44,0,62.5005,0,90916.6558885144
66.521,1.64862032773351,40,0,87.5005,0,191529.17680806
64.278,1.41771840003748,44,0,150.0005,0,275365.61641763
49.022,-0.152785304345361,46,0,87.5005,0,209638.446524669
52.206,0.174986313035011,42,0,150.0005,0,185341.790130445
44.839,-0.583397325545768,41,1,200.001,0,425088.139332527
63.796,1.36809970670288,44,0,45.0005,0,98800.0039458673
46.523,-0.410040728916199,45,1,62.5005,0,79859.2568390795
63.903,1.37911464484977,44,0,62.5005,0,145548.385115175
83.861,3.4336579676128,41,0,150.0005,0,428601.250970583
55.95,0.560406204829016,40,0,150.0005,0,311209.588029012
68.899,1.89341960729712,40,0,150.0005,0,406767.165181909
67.881,1.7886232798809,42,0,62.5005,0,111634.644862497
45.795,-0.484983485653923,36,1,87.5005,0,168243.822500263
55.679,0.532508557746704,44,0,200.001,0,479309.077790769
30.201,-2.09028204137927,46,0,32.5005,0,67735.7080113399
55.637,0.528184937165681,41,0,45.0005,0,113562.623551353
67.278,1.72654844153908,43,0,62.5005,0,145932.320974265
62.977,1.28378910537294,41,0,87.5005,0,167193.383090659
72.227,2.23601506666957,45,0,87.5005,0,175131.800175565
64.842,1.47577844783978,36,0,87.5005,0,250000.194524041
58.053,0.776896063921641,45,0,62.5005,0,150572.022117713
60.467,1.02540130398327,47,0,87.5005,0,164561.037991218
58.967,0.870986283232464,43,1,87.5005,0,244058.624937871
57.991,0.770513576397275,39,0,62.5005,0,110929.202065301
52.36,0.190839588498759,43,0,150.0005,0,362612.147472837
28.551,-2.26013856420516,31,1,17.5005,0,32048.2166587295
53.762,0.335166161227177,46,0,87.5005,0,229632.77606379
62.394,1.22377313397447,41,0,150.0005,0,335133.398846267
60.446,1.02323949369276,45,0,62.5005,0,159335.699544356
48.841,-0.171418050182625,26,1,62.5005,0,106254.631691293
55.354,0.499051969917363,32,1,5,0,10228.5418544701
58.468,0.819617552996031,23,1,62.5005,0,143661.164776128
45.052,-0.561470392599154,32,1,62.5005,0,112985.620770026
37.701,-1.31820693762526,26,1,7.5005,0,6832.79620875673
48.557,-0.20065396077811,35,1,45.0005,0,144961.445825116
42.801,-0.793195867072526,31,0,62.5005,0,203085.287978121
50.989,0.0497042595325251,35,1,62.5005,0,79835.8600203793
43.423,-0.729165105134526,34,1,17.5005,0,42351.3235867941
65.422,1.53548558919675,45,0,45.0005,0,94348.2138231103
34.158,-1.68293521663865,39,1,32.5005,0,51043.8977052005
51.663,0.119088075523219,29,1,22.5005,0,49393.7151545557
53.541,0.312415681503225,36,1,37.5005,0,62989.2271778405
52.491,0.204325166977663,38,0,62.5005,0,143008.658313933
50.762,0.0263361197255705,35,0,62.5005,0,103290.544022534
60.187,0.996577166776451,40,0,62.5005,0,151938.704882334
56.501,0.617127989118143,40,0,62.5005,0,164630.927558652
57.027,0.671276189728092,31,0,45.0005,0,111156.530911842
54.861,0.448300899763932,34,0,62.5005,0,144741.790324513
57.567,0.726865597198381,35,0,62.5005,0,129800.299957041
49.233,-0.131064258093082,36,0,45.0005,0,92473.3485077961
65.355,1.52858838493655,39,0,62.5005,0,109626.787073187
56.57,0.624231080072681,27,0,62.5005,0,146950.432430584
56.188,0.58490672145481,38,0,87.5005,0,285637.41569689
26.039,-2.51873225228917,30,0,37.5005,0,95671.2819310938
50.931,0.0437335453968274,36,1,37.5005,0,55404.5094098941
51.991,0.152853493394062,63,1,32.5005,0,44622.7123840135
59.599,0.936046478642136,42,0,45.0005,0,98235.5612557582
67.483,1.74765182770836,40,0,62.5005,0,192600.243118261
56.879,0.656040574347346,33,0,32.5005,0,73723.5699921208
52.917,0.248179032870891,37,0,62.5005,0,140423.634563455
60.454,1.02406304047009,32,0,87.5005,0,153338.61955639
59.015,0.87592756389649,39,0,7.5005,0,13268.4788494403
30.539,-2.05548719003676,38,0,62.5005,0,116990.726324219
62.347,1.21893479665761,37,0,62.5005,0,133534.72474232
44.372,-0.631471868672851,30,0,22.5005,0,51078.6480847877
51.098,0.0609250843737503,27,0,37.5005,0,43222.4199093427
67.844,1.78481437603572,36,1,27.5005,0,46633.9197920282
42.524,-0.821711174237841,33,1,27.5005,0,64980.6820320097
50.835,0.0338509840687763,34,1,32.5005,0,67890.2277733218
54.801,0.4421242989339,34,1,17.5005,0,22139.7398320409
56.883,0.656452347736015,37,0,150.0005,0,279383.586441725
51.951,0.148735759507374,55,0,22.5005,0,27648.9805530782
55.414,0.505228570747395,36,1,62.5005,0,93032.1596830896
43.041,-0.768489463752398,37,0,87.5005,0,194377.320973183
56.883,0.656452347736015,44,0,62.5005,0,165138.772560022
38.591,-1.22658735864645,41,0,62.5005,0,148641.540541159
51.269,0.0785283967393418,41,0,62.5005,0,101944.663957389
62.438,1.22830264124982,38,0,150.0005,0,279238.65350492
55.051,0.467860135725701,40,1,62.5005,0,119471.884969553
37.352,-1.35413416578661,28,1,12.5005,0,26255.763172354
61.675,1.14975686736125,37,0,150.0005,0,410247.038730878
54.513,0.412476614949746,38,0,45.0005,0,80216.6188537071
42.889,-0.784136852521812,47,0,87.5005,0,160396.684535316
53.649,0.323533562997283,33,1,62.5005,0,179350.849065219
66.55,1.65160568480136,34,0,87.5005,0,178953.369560423
45.724,-0.492292463302794,36,0,45.0005,0,116789.62149918
55.072,0.470021946016212,36,1,62.5005,0,119608.811723074
70.981,2.10774765609923,43,0,62.5005,0,69971.191500382
63.296,1.31662803311928,33,0,37.5005,0,91531.0034648267
62.599,1.24487652014374,43,1,62.5005,0,130638.970965707
42.104,-0.864947380048066,41,1,12.5005,0,26934.3136031804
62.664,1.25156783770961,35,1,17.5005,0,37657.7463844655
52.896,0.24601722258038,31,1,22.5005,0,33323.632892891
44.604,-0.607589012130061,39,1,27.5005,0,35158.3344454839
64.18,1.40762995201509,36,1,62.5005,0,126556.771429517
65.119,1.50429375500509,29,0,45.0005,0,108239.096071073
25.655,-2.55826249760137,36,1,17.5005,0,48873.1961903012
48.459,-0.210742408800496,32,0,37.5005,0,88370.8352408627
61.604,1.14244788971238,35,0,32.5005,0,66805.105087749
26.886,-2.43153923723855,34,1,7.5005,0,19172.5491925322
47.216,-0.338700989329328,35,1,27.5005,0,53144.5989785556
72.654,2.27997187590996,30,0,62.5005,0,110263.593269377
52.496,0.204839883713499,43,1,17.5005,0,36635.5352036512
68.15,1.81631504026888,44,0,62.5005,0,107537.514630225
56.146,0.580583100873787,42,0,87.5005,0,190963.745507372
52.393,0.194236718955277,32,0,27.5005,0,56182.7121176525
52.829,0.239120018320177,34,1,45.0005,0,62654.4938936687
72.31,2.24455936448444,44,0,62.5005,0,119816.789044348
69.051,1.90906699606653,40,0,150.0005,0,393494.251860726
46.206,-0.442673769968202,44,0,87.5005,0,216592.534772024
51.359,0.0877932979843904,48,0,87.5005,0,196172.681164402
58.404,0.81302917877733,45,0,150.0005,0,436038.249751074
52.393,0.194236718955277,40,0,62.5005,0,170301.50801321
59.591,0.935222931864799,45,0,87.5005,0,147452.565362142
53.142,0.271341285983512,38,0,27.5005,0,58112.7500717345
44.645,-0.603368334896205,33,0,62.5005,0,156107.862090776
